Codigo;Tipologia;Curso;Anio;Matriculados;Asignatura;Tasa_Rendimiento;Tasa_Exito
139263321;OBLIGATORIA;3;2014-15;11;MODELADO DE SISTEMAS SOFTWARE;90.9;100.0
139263321;OBLIGATORIA;3;2012-13;16;MODELADO DE SISTEMAS SOFTWARE;81.3;86.7
139263321;OBLIGATORIA;3;2023-24;17;MODELADO DE SISTEMAS SOFTWARE;76.5;92.9
139263321;OBLIGATORIA;3;2011-12;10;MODELADO DE SISTEMAS SOFTWARE;80.0;100.0
139263321;OBLIGATORIA;3;2017-18;8;MODELADO DE SISTEMAS SOFTWARE;50.0;100.0
139263321;OBLIGATORIA;3;2018-19;11;MODELADO DE SISTEMAS SOFTWARE;54.5;100.0
139263321;OBLIGATORIA;3;2016-17;4;MODELADO DE SISTEMAS SOFTWARE;50.0;100.0
139263321;OBLIGATORIA;3;2019-20;13;MODELADO DE SISTEMAS SOFTWARE;92.3;92.3
139263321;OBLIGATORIA;3;2020-21;15;MODELADO DE SISTEMAS SOFTWARE;53.3;100.0
139263321;OBLIGATORIA;3;2022-23;22;MODELADO DE SISTEMAS SOFTWARE;95.5;100.0
139263321;OBLIGATORIA;3;2013-14;19;MODELADO DE SISTEMAS SOFTWARE;78.9;78.9
139263321;OBLIGATORIA;3;2024-25;12;MODELADO DE SISTEMAS SOFTWARE;50.0;75.0
139263322;OBLIGATORIA;3;2022-23;7;ANÁLISIS DE SISTEMAS DE SOFTWARE;57.1;57.1
139263322;OBLIGATORIA;3;2016-17;5;ANÁLISIS DE SISTEMAS DE SOFTWARE;100.0;100.0
139263322;OBLIGATORIA;3;2014-15;8;ANÁLISIS DE SISTEMAS DE SOFTWARE;62.5;100.0
139263322;OBLIGATORIA;3;2015-16;7;ANÁLISIS DE SISTEMAS DE SOFTWARE;100.0;100.0
139263322;OBLIGATORIA;3;2013-14;14;ANÁLISIS DE SISTEMAS DE SOFTWARE;78.6;100.0
139263322;OBLIGATORIA;3;2012-13;16;ANÁLISIS DE SISTEMAS DE SOFTWARE;87.5;93.3
139263322;OBLIGATORIA;3;2011-12;7;ANÁLISIS DE SISTEMAS DE SOFTWARE;85.7;100.0
139263322;OBLIGATORIA;3;2020-21;17;ANÁLISIS DE SISTEMAS DE SOFTWARE;94.1;100.0
139263322;OBLIGATORIA;3;2018-19;7;ANÁLISIS DE SISTEMAS DE SOFTWARE;85.7;100.0
139263322;OBLIGATORIA;3;2017-18;3;ANÁLISIS DE SISTEMAS DE SOFTWARE;100.0;100.0
139263322;OBLIGATORIA;3;2023-24;24;ANÁLISIS DE SISTEMAS DE SOFTWARE;95.8;100.0
139263322;OBLIGATORIA;3;2021-22;21;ANÁLISIS DE SISTEMAS DE SOFTWARE;100.0;100.0
139263322;OBLIGATORIA;3;2019-20;10;ANÁLISIS DE SISTEMAS DE SOFTWARE;90.0;90.0
139263322;OBLIGATORIA;3;2024-25;8;ANÁLISIS DE SISTEMAS DE SOFTWARE;100.0;100.0
139263323;OBLIGATORIA;3;2023-24;16;MODELADO DE DATOS;93.8;100.0
139263323;OBLIGATORIA;3;2019-20;9;MODELADO DE DATOS;100.0;100.0
139263323;OBLIGATORIA;3;2012-13;11;MODELADO DE DATOS;45.5;71.4
139263323;OBLIGATORIA;3;2022-23;13;MODELADO DE DATOS;84.6;91.7
139263323;OBLIGATORIA;3;2021-22;17;MODELADO DE DATOS;94.1;100.0
139263323;OBLIGATORIA;3;2013-14;21;MODELADO DE DATOS;90.5;100.0
139263323;OBLIGATORIA;3;2016-17;5;MODELADO DE DATOS;100.0;100.0
139263323;OBLIGATORIA;3;2024-25;6;MODELADO DE DATOS;100.0;100.0
139263323;OBLIGATORIA;3;2018-19;7;MODELADO DE DATOS;100.0;100.0
139263323;OBLIGATORIA;3;2015-16;10;MODELADO DE DATOS;80.0;100.0
139263323;OBLIGATORIA;3;2011-12;8;MODELADO DE DATOS;75.0;100.0
139263323;OBLIGATORIA;3;2017-18;2;MODELADO DE DATOS;100.0;100.0
139263323;OBLIGATORIA;3;2014-15;8;MODELADO DE DATOS;87.5;100.0
139263323;OBLIGATORIA;3;2020-21;16;MODELADO DE DATOS;93.8;100.0
139263324;OBLIGATORIA;3;2011-12;10;GESTIÓN DE RIESGOS;90.0;100.0
139263324;OBLIGATORIA;3;2012-13;27;GESTIÓN DE RIESGOS;100.0;100.0
139263324;OBLIGATORIA;3;2013-14;22;GESTIÓN DE RIESGOS;95.5;100.0
139263324;OBLIGATORIA;3;2015-16;7;GESTIÓN DE RIESGOS;85.7;100.0
139263324;OBLIGATORIA;3;2014-15;22;GESTIÓN DE RIESGOS;100.0;100.0
139263324;OBLIGATORIA;3;2016-17;5;GESTIÓN DE RIESGOS;100.0;100.0
139263325;OBLIGATORIA;3;2021-22;22;GESTIÓN DE LA CALIDAD;95.5;100.0
139263325;OBLIGATORIA;3;2023-24;15;GESTIÓN DE LA CALIDAD;93.3;100.0
139263325;OBLIGATORIA;3;2017-18;6;GESTIÓN DE LA CALIDAD;83.3;100.0
139263325;OBLIGATORIA;3;2018-19;5;GESTIÓN DE LA CALIDAD;100.0;100.0
139263325;OBLIGATORIA;3;2019-20;9;GESTIÓN DE LA CALIDAD;100.0;100.0
139263325;OBLIGATORIA;3;2024-25;5;GESTIÓN DE LA CALIDAD;100.0;100.0
139263325;OBLIGATORIA;3;2022-23;14;GESTIÓN DE LA CALIDAD;100.0;100.0
139263325;OBLIGATORIA;3;2016-17;5;GESTIÓN DE LA CALIDAD;100.0;100.0
139263325;OBLIGATORIA;3;2014-15;17;GESTIÓN DE LA CALIDAD;100.0;100.0
139263325;OBLIGATORIA;3;2015-16;5;GESTIÓN DE LA CALIDAD;60.0;100.0
139263325;OBLIGATORIA;3;2013-14;20;GESTIÓN DE LA CALIDAD;80.0;100.0
139263325;OBLIGATORIA;3;2020-21;13;GESTIÓN DE LA CALIDAD;100.0;100.0
139263325;OBLIGATORIA;3;2012-13;20;GESTIÓN DE LA CALIDAD;95.0;100.0
139263325;OBLIGATORIA;3;2011-12;8;GESTIÓN DE LA CALIDAD;75.0;100.0
139263423;OBLIGATORIA;3;2015-16;4;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;100.0;100.0
139263423;OBLIGATORIA;3;2014-15;1;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;100.0;100.0
139263423;OBLIGATORIA;3;2016-17;1;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;100.0;100.0
139263423;OBLIGATORIA;3;2022-23;5;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;80.0;100.0
139263423;OBLIGATORIA;3;2017-18;3;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;100.0;100.0
139263423;OBLIGATORIA;3;2023-24;2;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;50.0;100.0
139263423;OBLIGATORIA;3;2018-19;3;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;100.0;100.0
139263423;OBLIGATORIA;3;2021-22;5;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;60.0;100.0
139263423;OBLIGATORIA;3;2011-12;3;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;100.0;100.0
139263423;OBLIGATORIA;3;2019-20;1;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;0.0;
139263423;OBLIGATORIA;3;2020-21;9;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;88.9;88.9
139263423;OBLIGATORIA;3;2012-13;7;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;100.0;100.0
139263423;OBLIGATORIA;3;2013-14;7;SISTEMAS DE INFORMACIÓN PARA LAS ORGANIZACIONES;85.7;100.0
139263425;OBLIGATORIA;3;2012-13;4;CONTROL DE CALIDAD;75.0;100.0
139263425;OBLIGATORIA;3;2020-21;7;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2018-19;2;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2017-18;2;CONTROL DE CALIDAD;50.0;50.0
139263425;OBLIGATORIA;3;2023-24;1;CONTROL DE CALIDAD;0.0;0.0
139263425;OBLIGATORIA;3;2021-22;6;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2014-15;1;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2019-20;1;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2011-12;3;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2013-14;8;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2022-23;4;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2015-16;3;CONTROL DE CALIDAD;100.0;100.0
139263425;OBLIGATORIA;3;2016-17;2;CONTROL DE CALIDAD;100.0;100.0
139263523;OBLIGATORIA;3;2019-20;55;SEGURIDAD EN SISTEMAS INFORMÁTICOS;67.3;77.1
139263523;OBLIGATORIA;3;2015-16;30;SEGURIDAD EN SISTEMAS INFORMÁTICOS;86.7;100.0
139263523;OBLIGATORIA;3;2023-24;57;SEGURIDAD EN SISTEMAS INFORMÁTICOS;82.5;92.2
139263523;OBLIGATORIA;3;2018-19;44;SEGURIDAD EN SISTEMAS INFORMÁTICOS;84.1;94.9
139263523;OBLIGATORIA;3;2013-14;27;SEGURIDAD EN SISTEMAS INFORMÁTICOS;77.8;95.5
139263523;OBLIGATORIA;3;2025(*);1;SEGURIDAD EN SISTEMAS INFORMÁTICOS;100.0;100.0
139263523;OBLIGATORIA;3;2012-13;49;SEGURIDAD EN SISTEMAS INFORMÁTICOS;75.5;92.5
139263523;OBLIGATORIA;3;2021-22;57;SEGURIDAD EN SISTEMAS INFORMÁTICOS;71.9;95.3
139263523;OBLIGATORIA;3;2020-21;75;SEGURIDAD EN SISTEMAS INFORMÁTICOS;69.3;88.1
139263523;OBLIGATORIA;3;2017-18;44;SEGURIDAD EN SISTEMAS INFORMÁTICOS;75.0;94.3
139263523;OBLIGATORIA;3;2016-17;37;SEGURIDAD EN SISTEMAS INFORMÁTICOS;86.5;97.0
139263523;OBLIGATORIA;3;2014-15;17;SEGURIDAD EN SISTEMAS INFORMÁTICOS;82.4;87.5
139263523;OBLIGATORIA;3;2022-23;47;SEGURIDAD EN SISTEMAS INFORMÁTICOS;78.7;92.5
139263523;OBLIGATORIA;3;2024-25;62;SEGURIDAD EN SISTEMAS INFORMÁTICOS;85.5;89.8
139263523;OBLIGATORIA;3;2011-12;23;SEGURIDAD EN SISTEMAS INFORMÁTICOS;95.7;95.7
139263524;OBLIGATORIA;3;2015-16;23;DESARROLLO DE SISTEMAS INFORMÁTICOS;82.6;100.0
139263524;OBLIGATORIA;3;2014-15;16;DESARROLLO DE SISTEMAS INFORMÁTICOS;87.5;100.0
139263524;OBLIGATORIA;3;2013-14;31;DESARROLLO DE SISTEMAS INFORMÁTICOS;90.3;96.6
139263524;OBLIGATORIA;3;2011-12;20;DESARROLLO DE SISTEMAS INFORMÁTICOS;100.0;100.0
139263524;OBLIGATORIA;3;2012-13;45;DESARROLLO DE SISTEMAS INFORMÁTICOS;84.4;92.7
139263524;OBLIGATORIA;3;2020-21;75;DESARROLLO DE SISTEMAS INFORMÁTICOS;54.7;82.0
139263524;OBLIGATORIA;3;2018-19;44;DESARROLLO DE SISTEMAS INFORMÁTICOS;31.8;100.0
139263524;OBLIGATORIA;3;2017-18;42;DESARROLLO DE SISTEMAS INFORMÁTICOS;95.2;97.6
139263524;OBLIGATORIA;3;2023-24;51;DESARROLLO DE SISTEMAS INFORMÁTICOS;88.2;93.8
139263524;OBLIGATORIA;3;2019-20;54;DESARROLLO DE SISTEMAS INFORMÁTICOS;79.6;100.0
139263524;OBLIGATORIA;3;2021-22;72;DESARROLLO DE SISTEMAS INFORMÁTICOS;79.2;98.3
139263524;OBLIGATORIA;3;2024-25;55;DESARROLLO DE SISTEMAS INFORMÁTICOS;90.9;100.0
139263524;OBLIGATORIA;3;2022-23;41;DESARROLLO DE SISTEMAS INFORMÁTICOS;90.2;100.0
139263524;OBLIGATORIA;3;2016-17;38;DESARROLLO DE SISTEMAS INFORMÁTICOS;84.2;100.0
139263525;OBLIGATORIA;3;2019-20;47;USABILIDAD Y ACCESIBILIDAD;93.6;100.0
139263525;OBLIGATORIA;3;2012-13;49;USABILIDAD Y ACCESIBILIDAD;93.9;100.0
139263525;OBLIGATORIA;3;2015-16;37;USABILIDAD Y ACCESIBILIDAD;97.3;100.0
139263525;OBLIGATORIA;3;2022-23;42;USABILIDAD Y ACCESIBILIDAD;97.6;100.0
139263525;OBLIGATORIA;3;2023-24;47;USABILIDAD Y ACCESIBILIDAD;97.9;100.0
139263525;OBLIGATORIA;3;2014-15;13;USABILIDAD Y ACCESIBILIDAD;100.0;100.0
139263525;OBLIGATORIA;3;2020-21;52;USABILIDAD Y ACCESIBILIDAD;94.2;98.0
139263525;OBLIGATORIA;3;2016-17;26;USABILIDAD Y ACCESIBILIDAD;92.3;100.0
139263525;OBLIGATORIA;3;2011-12;18;USABILIDAD Y ACCESIBILIDAD;100.0;100.0
139263525;OBLIGATORIA;3;2018-19;42;USABILIDAD Y ACCESIBILIDAD;100.0;100.0
139263525;OBLIGATORIA;3;2021-22;50;USABILIDAD Y ACCESIBILIDAD;96.0;100.0
139263525;OBLIGATORIA;3;2013-14;25;USABILIDAD Y ACCESIBILIDAD;96.0;100.0
139263525;OBLIGATORIA;3;2017-18;36;USABILIDAD Y ACCESIBILIDAD;97.2;100.0
139263525;OBLIGATORIA;3;2024-25;52;USABILIDAD Y ACCESIBILIDAD;94.2;100.0
139260901;OPTATIVA;4;2025(*);36;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;94.4;100.0
139260901;OPTATIVA;4;2020-21;42;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;92.9;100.0
139260901;OPTATIVA;4;2012-13;7;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;85.7;100.0
139260901;OPTATIVA;4;2019-20;27;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;92.6;100.0
139260901;OPTATIVA;4;2017-18;27;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;92.6;100.0
139260901;OPTATIVA;4;2023-24;57;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;80.7;93.9
139260901;OPTATIVA;4;2022-23;42;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;83.3;92.1
139260901;OPTATIVA;4;2014-15;26;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;96.2;100.0
139260901;OPTATIVA;4;2015-16;36;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;97.2;100.0
139260901;OPTATIVA;4;2018-19;19;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;100.0;100.0
139260901;OPTATIVA;4;2013-14;22;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;100.0;100.0
139260901;OPTATIVA;4;2024-25;58;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;91.4;96.4
139260901;OPTATIVA;4;2016-17;33;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;100.0;100.0
139260901;OPTATIVA;4;2021-22;55;ADMINISTRACIÓN Y DISEÑO DE BASE DE DATOS;90.9;100.0
139260902;OPTATIVA;4;2015-16;6;VISIÓN POR COMPUTADOR;83.3;100.0
139260902;OPTATIVA;4;2014-15;39;VISIÓN POR COMPUTADOR;92.3;100.0
139260902;OPTATIVA;4;2016-17;11;VISIÓN POR COMPUTADOR;90.9;100.0
139260902;OPTATIVA;4;2022-23;56;VISIÓN POR COMPUTADOR;78.6;95.7
139260902;OPTATIVA;4;2017-18;20;VISIÓN POR COMPUTADOR;75.0;100.0
139260902;OPTATIVA;4;2012-13;10;VISIÓN POR COMPUTADOR;90.0;100.0
139260902;OPTATIVA;4;2021-22;52;VISIÓN POR COMPUTADOR;84.6;100.0
139260902;OPTATIVA;4;2020-21;30;VISIÓN POR COMPUTADOR;76.7;100.0
139260902;OPTATIVA;4;2019-20;17;VISIÓN POR COMPUTADOR;58.8;100.0
139260902;OPTATIVA;4;2013-14;31;VISIÓN POR COMPUTADOR;93.5;100.0
139260902;OPTATIVA;4;2025(*);49;VISIÓN POR COMPUTADOR;89.8;97.8
139260902;OPTATIVA;4;2023-24;54;VISIÓN POR COMPUTADOR;72.2;92.9
139260902;OPTATIVA;4;2024-25;46;VISIÓN POR COMPUTADOR;84.8;95.1
139260902;OPTATIVA;4;2018-19;25;VISIÓN POR COMPUTADOR;80.0;100.0
139260903;OPTATIVA;4;2015-16;19;INGENIERÍA LOGÍSTICA;89.5;100.0
139260903;OPTATIVA;4;2014-15;8;INGENIERÍA LOGÍSTICA;75.0;100.0
139260903;OPTATIVA;4;2013-14;10;INGENIERÍA LOGÍSTICA;60.0;100.0
139260903;OPTATIVA;4;2012-13;6;INGENIERÍA LOGÍSTICA;100.0;100.0
139260903;OPTATIVA;4;2020-21;38;INGENIERÍA LOGÍSTICA;86.8;100.0
139260903;OPTATIVA;4;2018-19;23;INGENIERÍA LOGÍSTICA;73.9;100.0
139260903;OPTATIVA;4;2023-24;30;INGENIERÍA LOGÍSTICA;90.0;100.0
139260903;OPTATIVA;4;2017-18;28;INGENIERÍA LOGÍSTICA;89.3;100.0
139260903;OPTATIVA;4;2021-22;21;INGENIERÍA LOGÍSTICA;76.2;100.0
139260903;OPTATIVA;4;2019-20;54;INGENIERÍA LOGÍSTICA;88.9;98.0
139260903;OPTATIVA;4;2025(*);37;INGENIERÍA LOGÍSTICA;86.5;100.0
139260903;OPTATIVA;4;2024-25;26;INGENIERÍA LOGÍSTICA;92.3;100.0
139260903;OPTATIVA;4;2022-23;13;INGENIERÍA LOGÍSTICA;76.9;100.0
139260903;OPTATIVA;4;2016-17;23;INGENIERÍA LOGÍSTICA;95.7;100.0
139260904;OPTATIVA;4;2021-22;75;ROBÓTICA COMPUTACIONAL;90.7;100.0
139260904;OPTATIVA;4;2012-13;15;ROBÓTICA COMPUTACIONAL;100.0;100.0
139260904;OPTATIVA;4;2015-16;40;ROBÓTICA COMPUTACIONAL;100.0;100.0
139260904;OPTATIVA;4;2022-23;64;ROBÓTICA COMPUTACIONAL;85.9;100.0
139260904;OPTATIVA;4;2024-25;63;ROBÓTICA COMPUTACIONAL;92.1;100.0
139260904;OPTATIVA;4;2020-21;69;ROBÓTICA COMPUTACIONAL;89.9;100.0
139260904;OPTATIVA;4;2017-18;57;ROBÓTICA COMPUTACIONAL;91.2;98.1
139260904;OPTATIVA;4;2016-17;56;ROBÓTICA COMPUTACIONAL;96.4;100.0
139260904;OPTATIVA;4;2013-14;49;ROBÓTICA COMPUTACIONAL;93.9;100.0
139260904;OPTATIVA;4;2018-19;31;ROBÓTICA COMPUTACIONAL;90.3;93.3
139260904;OPTATIVA;4;2019-20;40;ROBÓTICA COMPUTACIONAL;77.5;100.0
139260904;OPTATIVA;4;2025(*);76;ROBÓTICA COMPUTACIONAL;88.2;100.0
139260904;OPTATIVA;4;2014-15;75;ROBÓTICA COMPUTACIONAL;94.7;100.0
139260904;OPTATIVA;4;2023-24;60;ROBÓTICA COMPUTACIONAL;88.3;100.0
139264021;OBLIGATORIA;4;2014-15;80;INTELIGENCIA EMOCIONAL;98.8;100.0
139264021;OBLIGATORIA;4;2015-16;57;INTELIGENCIA EMOCIONAL;93.0;100.0
139264021;OBLIGATORIA;4;2012-13;41;INTELIGENCIA EMOCIONAL;95.1;95.1
139264021;OBLIGATORIA;4;2019-20;68;INTELIGENCIA EMOCIONAL;98.5;100.0
139264021;OBLIGATORIA;4;2020-21;107;INTELIGENCIA EMOCIONAL;99.1;100.0
139264021;OBLIGATORIA;4;2023-24;92;INTELIGENCIA EMOCIONAL;94.6;98.9
139264021;OBLIGATORIA;4;2021-22;106;INTELIGENCIA EMOCIONAL;97.2;100.0
139264021;OBLIGATORIA;4;2013-14;81;INTELIGENCIA EMOCIONAL;96.3;100.0
139264021;OBLIGATORIA;4;2017-18;86;INTELIGENCIA EMOCIONAL;98.8;100.0
139264021;OBLIGATORIA;4;2016-17;71;INTELIGENCIA EMOCIONAL;100.0;100.0
139264021;OBLIGATORIA;4;2024-25;115;INTELIGENCIA EMOCIONAL;99.1;99.1
139264021;OBLIGATORIA;4;2018-19;71;INTELIGENCIA EMOCIONAL;98.6;100.0
139264021;OBLIGATORIA;4;2022-23;85;INTELIGENCIA EMOCIONAL;97.6;100.0
139264022;PRÁCTICAS EXTERNAS;4;2022-23;79;PRÁCTICAS EXTERNAS;96.2;100.0
139264022;PRÁCTICAS EXTERNAS;4;2016-17;54;PRÁCTICAS EXTERNAS;83.3;100.0
139264022;PRÁCTICAS EXTERNAS;4;2015-16;49;PRÁCTICAS EXTERNAS;81.6;100.0
139264022;PRÁCTICAS EXTERNAS;4;2014-15;72;PRÁCTICAS EXTERNAS;87.5;98.4
139264022;PRÁCTICAS EXTERNAS;4;2013-14;44;PRÁCTICAS EXTERNAS;90.9;100.0
139264022;PRÁCTICAS EXTERNAS;4;2012-13;13;PRÁCTICAS EXTERNAS;100.0;100.0
139264022;PRÁCTICAS EXTERNAS;4;2020-21;88;PRÁCTICAS EXTERNAS;73.9;100.0
139264022;PRÁCTICAS EXTERNAS;4;2018-19;75;PRÁCTICAS EXTERNAS;82.7;100.0
139264022;PRÁCTICAS EXTERNAS;4;2017-18;76;PRÁCTICAS EXTERNAS;67.1;98.1
139264022;PRÁCTICAS EXTERNAS;4;2023-24;75;PRÁCTICAS EXTERNAS;100.0;100.0
139264022;PRÁCTICAS EXTERNAS;4;2019-20;62;PRÁCTICAS EXTERNAS;87.1;100.0
139264022;PRÁCTICAS EXTERNAS;4;2021-22;88;PRÁCTICAS EXTERNAS;94.3;100.0
139264022;PRÁCTICAS EXTERNAS;4;2024-25;94;PRÁCTICAS EXTERNAS;100.0;100.0
139264111;OBLIGATORIA;4;2023-24;33;INTERFACES INTELIGENTES;90.9;100.0
139264111;OBLIGATORIA;4;2019-20;22;INTERFACES INTELIGENTES;95.5;100.0
139264111;OBLIGATORIA;4;2015-16;23;INTERFACES INTELIGENTES;100.0;100.0
139264111;OBLIGATORIA;4;2012-13;10;INTERFACES INTELIGENTES;80.0;100.0
139264111;OBLIGATORIA;4;2021-22;34;INTERFACES INTELIGENTES;94.1;100.0
139264111;OBLIGATORIA;4;2014-15;36;INTERFACES INTELIGENTES;88.9;100.0
139264111;OBLIGATORIA;4;2020-21;35;INTERFACES INTELIGENTES;100.0;100.0
139264111;OBLIGATORIA;4;2017-18;37;INTERFACES INTELIGENTES;83.8;100.0
139264111;OBLIGATORIA;4;2016-17;26;INTERFACES INTELIGENTES;96.2;100.0
139264111;OBLIGATORIA;4;2024-25;33;INTERFACES INTELIGENTES;93.9;100.0
139264111;OBLIGATORIA;4;2018-19;25;INTERFACES INTELIGENTES;100.0;100.0
139264111;OBLIGATORIA;4;2022-23;27;INTERFACES INTELIGENTES;100.0;100.0
139264111;OBLIGATORIA;4;2025(*);41;INTERFACES INTELIGENTES;85.4;100.0
139264111;OBLIGATORIA;4;2013-14;26;INTERFACES INTELIGENTES;92.3;100.0
139264112;OBLIGATORIA;4;2022-23;28;SISTEMAS INTELIGENTES;96.4;100.0
139264112;OBLIGATORIA;4;2016-17;27;SISTEMAS INTELIGENTES;92.6;100.0
139264112;OBLIGATORIA;4;2015-16;25;SISTEMAS INTELIGENTES;96.0;100.0
139264112;OBLIGATORIA;4;2014-15;30;SISTEMAS INTELIGENTES;96.7;100.0
139264112;OBLIGATORIA;4;2013-14;26;SISTEMAS INTELIGENTES;100.0;100.0
139264112;OBLIGATORIA;4;2012-13;9;SISTEMAS INTELIGENTES;88.9;100.0
139264112;OBLIGATORIA;4;2020-21;36;SISTEMAS INTELIGENTES;97.2;100.0
139264112;OBLIGATORIA;4;2018-19;17;SISTEMAS INTELIGENTES;100.0;100.0
139264112;OBLIGATORIA;4;2017-18;38;SISTEMAS INTELIGENTES;97.4;100.0
139264112;OBLIGATORIA;4;2023-24;33;SISTEMAS INTELIGENTES;90.9;100.0
139264112;OBLIGATORIA;4;2021-22;34;SISTEMAS INTELIGENTES;88.2;100.0
139264112;OBLIGATORIA;4;2019-20;24;SISTEMAS INTELIGENTES;95.8;100.0
139264112;OBLIGATORIA;4;2024-25;39;SISTEMAS INTELIGENTES;94.9;97.4
139264112;OBLIGATORIA;4;2025(*);40;SISTEMAS INTELIGENTES;97.5;100.0
139264113;OBLIGATORIA;4;2016-17;28;COMPLEJIDAD COMPUTACIONAL;89.3;100.0
139264113;OBLIGATORIA;4;2024-25;35;COMPLEJIDAD COMPUTACIONAL;91.4;100.0
139264113;OBLIGATORIA;4;2012-13;11;COMPLEJIDAD COMPUTACIONAL;90.9;100.0
139264113;OBLIGATORIA;4;2022-23;26;COMPLEJIDAD COMPUTACIONAL;96.2;100.0
139264113;OBLIGATORIA;4;2015-16;24;COMPLEJIDAD COMPUTACIONAL;95.8;95.8
139264113;OBLIGATORIA;4;2019-20;22;COMPLEJIDAD COMPUTACIONAL;95.5;100.0
139264113;OBLIGATORIA;4;2013-14;23;COMPLEJIDAD COMPUTACIONAL;95.7;100.0
139264113;OBLIGATORIA;4;2025(*);38;COMPLEJIDAD COMPUTACIONAL;94.7;100.0
139264113;OBLIGATORIA;4;2017-18;37;COMPLEJIDAD COMPUTACIONAL;89.2;97.1
139264113;OBLIGATORIA;4;2014-15;33;COMPLEJIDAD COMPUTACIONAL;90.9;100.0
139264113;OBLIGATORIA;4;2020-21;40;COMPLEJIDAD COMPUTACIONAL;95.0;100.0
139264113;OBLIGATORIA;4;2023-24;31;COMPLEJIDAD COMPUTACIONAL;87.1;100.0
139264113;OBLIGATORIA;4;2018-19;22;COMPLEJIDAD COMPUTACIONAL;95.5;95.5
139264113;OBLIGATORIA;4;2021-22;34;COMPLEJIDAD COMPUTACIONAL;88.2;100.0
139264211;OBLIGATORIA;4;2023-24;12;SISTEMAS EMPOTRADOS;66.7;100.0
139264211;OBLIGATORIA;4;2015-16;9;SISTEMAS EMPOTRADOS;100.0;100.0
139264211;OBLIGATORIA;4;2013-14;15;SISTEMAS EMPOTRADOS;100.0;100.0
139264211;OBLIGATORIA;4;2021-22;16;SISTEMAS EMPOTRADOS;68.8;100.0
139264211;OBLIGATORIA;4;2016-17;6;SISTEMAS EMPOTRADOS;100.0;100.0
139264211;OBLIGATORIA;4;2020-21;9;SISTEMAS EMPOTRADOS;88.9;100.0
139264211;OBLIGATORIA;4;2019-20;6;SISTEMAS EMPOTRADOS;100.0;100.0
139264211;OBLIGATORIA;4;2014-15;12;SISTEMAS EMPOTRADOS;100.0;100.0
139264211;OBLIGATORIA;4;2017-18;15;SISTEMAS EMPOTRADOS;100.0;100.0
139264211;OBLIGATORIA;4;2022-23;4;SISTEMAS EMPOTRADOS;75.0;100.0
139264211;OBLIGATORIA;4;2024-25;7;SISTEMAS EMPOTRADOS;42.9;75.0
139264211;OBLIGATORIA;4;2018-19;9;SISTEMAS EMPOTRADOS;100.0;100.0
139264211;OBLIGATORIA;4;2025(*);15;SISTEMAS EMPOTRADOS;80.0;100.0
139264212;OBLIGATORIA;4;2025(*);12;ARQUITECTURAS AVANZADAS Y DE PROPÓSITO ESPECÍFICO;16.7;100.0
139264212;OBLIGATORIA;4;2022-23;5;ARQUITECTURAS AVANZADAS Y DE PROPÓSITO ESPECÍFICO;60.0;100.0
139264212;OBLIGATORIA;4;2015-16;10;ARQUITECTURAS AVANZADAS Y DE PROPÓSITO ESPECÍFICO;100.0;100.0
